Year,index_nsa,"City, State",Population,Violent Crimes,Homicides,Rapes,Assaults,Robberies
2013,237.2166667,"Seattle, WA",642814,3760,18,154,1986,1602
,,,,,,,,
2013,193.449375,"Tampa, FL",351314,2097,28,78,1411,580
,,,,,,,,
2013,183.77875,"Tucson, AZ",525486,3368,47,216,2103,1002
,,,,,,,,
2013,179.565,"Tulsa, OK",394498,3827,60,373,2400,994
,,,,,,,,
2013,228.4491667,"Washington, DC",646449,7880,103,393,3724,3660
,,,,,,,,
2013,166.08625,"Wichita, KS",386486,3069,15,250,2337,467
,,,,,,,,
2014,179.72125,"Albuquerque, NM",558874,4934,30,402,3121,1381
,,,,,,,,
2014,173.5775,"Atlanta, GA",454363,5577,93,151,3004,2329
,,,,,,,,
2014,297.1783333,"Austin, TX",903924,3581,32,571,2105,873
,,,,,,,,
2014,209.61,"Baltimore, MD",623513,8346,211,245,4213,3677
,,,,,,,,
2014,252.765,"Boston, MA",654413,4749,53,280,2736,1680
,,,,,,,,
2014,164.55,"Buffalo, NY",258419,3173,60,173,1663,1277
,,,,,,,,
2014,177.1583333,"Charlotte, NC",856916,5054,47,210,3211,1586
,,,,,,,,
2014,173.015,"Chicago, IL",2724121,24133,415,1388,12530,9800
,,,,,,,,
2014,154.2416667,"Cincinnati, OH",297671,2719,60,248,1053,1358
,,,,,,,,
2014,134.9725,"Cleveland, OH",388655,5205,63,495,1655,2992
,,,,,,,,
2014,164.44,"Columbus, OH",830811,4640,85,787,1656,2112
,,,,,,,,
2014,194.9333333,"Dallas, TX",1272396,8457,116,781,3704,3856
,,,,,,,,
2014,295.2891667,"Aurora, CO",350948,1430,9,273,734,414
,,,,,,,,
2014,295.2891667,"Denver, CO",665353,4002,31,471,2412,1088
,,,,,,,,
2014,132.9133333,"Detroit, MI",684694,13622,298,557,9194,3573
,,,,,,,,
2014,181.9233333,"Arlington, TX",382976,1854,13,206,1142,493
,,,,,,,,
2014,181.42375,"Fresno, CA",513187,2382,47,53,1501,781
,,,,,,,,
2014,209.5075,"Honolulu, HI",994034,2273,19,320,1166,768
,,,,,,,,
2014,230.6525,"Houston, TX",2219933,22008,242,812,10768,10186
,,,,,,,,
2014,155.24,"Indianapolis, IN",858238,10768,136,573,6251,3808
,,,,,,,,
2014,194.8183333,"Jacksonville, FL",856021,5853,96,479,3859,1419
,,,,,,,,
2014,186.63875,"Louisville, KY",677710,4015,56,194,2233,1532
,,,,,,,,
2014,153.12375,"Memphis, TN",654922,11420,139,519,7477,3285
,,,,,,,,
2014,266.161875,"Miami, FL",421996,4473,81,110,2492,1790
,,,,,,,,
2014,190.1508333,"Milwaukee, WI",600374,8914,86,396,4877,3555
,,,,,,,,
2014,217.4425,"Minneapolis, MN",404461,4093,31,389,1802,1871
,,,,,,,,
2014,217.4666667,"Nashville, TN",647689,7289,42,491,5227,1529
,,,,,,,,
2014,209.5475,"Newark, NJ",279110,3009,94,49,944,1922
,,,,,,,,
2014,254.52125,"Oakland, CA",409994,6910,80,209,3140,3481
,,,,,,,,
2014,185.64125,"Omaha, NE",438465,2458,32,180,1523,723
,,,,,,,,
2014,179.6033333,"Orlando, FL",259675,2340,15,167,1538,620
,,,,,,,,
2014,215.9358333,"Philadelphia, PA",1559062,15925,248,1207,7500,6970
,,,,,,,,
2014,235.62125,"Mesa, AZ",462092,2119,13,252,1385,469
,,,,,,,,
2014,235.62125,"Phoenix, AZ",1529852,8749,114,1006,4677,2952
,,,,,,,,
2014,189.1141667,"Pittsburgh, PA",307613,2455,69,91,1309,986
,,,,,,,,
2014,292.325,"Portland, OR",615672,2911,26,262,1776,847
,,,,,,,,
2014,183.32,"Raleigh, NC",438363,1730,16,82,953,679
,,,,,,,,
2014,188.2983333,"Sacramento, CA",482767,2968,28,78,1862,1000
,,,,,,,,
2014,257.6625,"Seattle, WA",663410,4005,26,154,2258,1567
,,,,,,,,
2014,208.621875,"Tampa, FL",357124,2080,28,62,1476,514
,,,,,,,,
2014,194.61125,"Tucson, AZ",527328,3443,35,399,2021,988
,,,,,,,,
2014,182.7675,"Tulsa, OK",399556,3217,46,313,1938,920
,,,,,,,,
2014,239.8083333,"Washington, DC",658893,7810,105,470,4004,3231
,,,,,,,,
2014,168.34375,"Wichita, KS",387493,2939,21,243,2179,496
,,,,,,,,
2015,184.2,"Albuquerque, NM",559721,5406,43,404,3273,1686
,,,,,,,,
2015,187.505,"Atlanta, GA",464710,5203,94,170,2944,1995
,,,,,,,,
2015,326.2241667,"Austin, TX",938728,3497,23,487,2058,929
,,,,,,,,
2015,212.7766667,"Baltimore, MD",621252,9542,344,287,4598,4313
,,,,,,,,
2015,266.9066667,"Boston, MA",665258,4702,38,240,2873,1551
,,,,,,,,
2015,170.13625,"Buffalo, NY",258096,2887,41,173,1640,1033
,,,,,,,,
2015,189.7891667,"Charlotte, NC",877817,5948,61,216,3724,1947
,,,,,,,,
2015,179.50375,"Chicago, IL",2728695,24663,478,1432,13104,9649
,,,,,,,,
2015,160.5075,"Cincinnati, OH",298478,2761,66,236,1196,1263
,,,,,,,,
2015,139.4675,"Cleveland, OH",388655,,,,,
,,,,,,,,
2015,173.9133333,"Columbus, OH",847745,4631,77,806,1508,2240
,,,,,,,,
2015,215.21,"Dallas, TX",1301977,9038,136,782,3943,4177
,,,,,,,,
2015,333.325,"Aurora, CO",360237,1660,24,352,837,447
,,,,,,,,
2015,333.325,"Denver, CO",682418,4599,53,548,2768,1230
,,,,,,,,
2015,142.9208333,"Detroit, MI",673225,11846,295,530,7564,3457
,,,,,,,,
2015,197.8991667,"Arlington, TX",387565,1946,8,208,1201,529
,,,,,,,,
2015,191.95,"Fresno, CA",520837,2871,39,167,1653,1012
,,,,,,,,
2015,223.14625,"Honolulu, HI",999307,2437,15,318,1208,896
,,,,,,,,
2015,248.0666667,"Houston, TX",2275221,21994,303,986,10427,10278
,,,,,,,,
2015,162.4708333,"Indianapolis, IN",863675,11124,148,677,6497,3802
,,,,,,,,
2015,208.7458333,"Jacksonville, FL",867258,5622,97,471,3656,1398
,,,,,,,,
2015,196.4725,"Louisville, KY",680550,4300,81,205,2469,1545
,,,,,,,,
2015,159.01,"Memphis, TN",657936,11449,135,530,7653,3131
,,,,,,,,
2015,292.390625,"Miami, FL",437969,4473,75,80,2637,1681
,,,,,,,,
2015,198.7125,"Milwaukee, WI",600400,9583,145,436,5253,3749
,,,,,,,,
2015,228.8625,"Minneapolis, MN",413479,4395,47,407,2045,1896
,,,,,,,,
2015,235.345,"Nashville, TN",658029,7245,72,507,4819,1847
,,,,,,,,
2015,213.5583333,"Newark, NJ",279110,3072,107,104,1068,1793
,,,,,,,,
2015,282.064375,"Oakland, CA",419481,6051,85,285,2391,3290
,,,,,,,,
2015,194.3625,"Omaha, NE",452252,2329,48,174,1452,655
,,,,,,,,
2015,195.6083333,"Orlando, FL",268438,2525,32,182,1789,522
,,,,,,,,
2015,222.3983333,"Philadelphia, PA",1567810,16132,280,1322,7765,6765
,,,,,,,,
2015,252.199375,"Mesa, AZ",471034,1972,16,241,1307,408
,,,,,,,,
2015,252.199375,"Phoenix, AZ",1559744,9261,112,1016,5113,3020
,,,,,,,,
2015,196.605,"Pittsburgh, PA",306870,2167,57,82,1170,858
,,,,,,,,
2015,323.05,"Portland, OR",615672,,,,,
,,,,,,,,
2015,194.335,"Raleigh, NC",438363,1676,17,108,873,678
,,,,,,,,
2015,202.8883333,"Sacramento, CA",489717,3611,43,105,2289,1174
,,,,,,,,
2015,284.6325,"Seattle, WA",683700,4093,23,144,2394,1532
,,,,,,,,
2015,226.920625,"Tampa, FL",364383,2298,34,77,1516,671
,,,,,,,,
2015,198.32875,"Tucson, AZ",529675,3472,31,422,1960,1059
,,,,,,,,
2015,194.64125,"Tulsa, OK",401520,3628,55,365,2354,854
,,,,,,,,
2015,248.0358333,"Washington, DC",672228,8084,162,494,4024,3404
,,,,,,,,
2015,176.28,"Wichita, KS",389824,3839,27,349,2730,733
